id_0|producto_1|precio_de_venta_2|0_3|cantidad_4|costo_compra_5|provedor_6|grupo_7|multiusos_8|cantidad_productos_por_paquete_9|
733|mamut 44g|7|7501000651375|0|5|gamesa|1°producto||1|
734|chokis chocobase 84g|16|7501000657797|0|10|gamesa|1°producto||1|
735|galletas marias azucaradas 150g|13|7501000658329|0|10|gamesa|1°producto||1|
736|saladitas 137g|12|7501000658404|0|9.9|gamesa|1°producto||1|
737|marias 170g|13|7501000658923|0|29.37|gamesa|1||1|
738|habaneras 117g|20|7501000662654|0|0|marinela|1||1|
739|saladitas 186g|17|7501000664221|0|11.7|gamesa|1°producto||1|
740|marias doradas 278g|24|7501000664382|0|20|gamesa|1°producto||1|
741|arina para hotcakes|25|7501000665747|0|19|gamesa|1°producto||1|
742|galleta c-coco clasica 117g|13|7501000669509|0|10|gamesa|1°producto||1|
743|mini marias 70g|9|7501000674541|0|7|gamesa|1°producto||1|
744|surtido rico gamesa 516gr|53|7501000677368|0|46.8|gamesa|1°producto||1|
745|gerber comida casera 113g|11|7501000904228|0|0|Nestle|1°producto||1|
746|gerber verdura c-pollo-pst 113gr|12|7501000904235|0|9.9|nestle|1°producto||1|
747|gerber verdura c-res-arroz 113gr|15|7501000904242|0|9.9|nestle|1°producto||1|
748|nescafe clasico 14g|11|7501000911783|0|0|nestle|1°producto||16|
749|nescafe decaf 14g|11|7501000911790|0|0|Nestle|1°producto||1|
750|nescafe bolsa 28gr|19|7501000912612|0|0|nestle|1||1|
751|nescafe 42g|32|7501000912803|0|25.5|casa vargas|1°producto||1|
752|gerber jugo de manzana 175gr|16|7501000922239|0|13.5|nestle|1°producto||1|
753|gerber jugo de pera 175gr|16|7501000922246|0|13.5|nestle|1°producto||1|
754|pepto bismol 2.4mg|5|7501001155209|0|1.5|pepto bismol|1°producto||1|
755|downy libre en juague aroma floral|25|7501001155841|0|24.3|salma|1°producto||1|
756|old spice fresh 50g|35|7501001163983|0|0|salma|1||1|
757|shampoo pantene 200ml|25|7501001170288|0|21.6|salma|1°producto||1|
758|pantene control caída 200ml|25|7501001303396|0|21.5|salma|1||3|
759|shampoo control caida pantene 400ml|66|7501001303464|0|0|salma|1°producto||1|
760|media crema lata 225gr|18|7501001600426|0|0|nestle|1||1|
761|jugo sazonador maggi 100ml|33|7501001604103|0|28.8|nestle|1°producto||1|
762|jugo maggi 200ml|59|7501001604110|0|0|Nestle|1°producto||1|
763|salsa inglesa 145ml|34|7501001604318|0|30|rose black|1°producto||1|
764|salsa tipo inglesa 290ml|59|7501001604325|0|0|Nestle|1°producto||1|
765|trix 230g|30|7501001625214|0|22.5|nestle|1°producto||1|
766|nesquik 230g|30|7501001625337|0|22.5|nestle|1°producto||1|
767|chocolate abuelita 90g|14.5|7501001656454|0|11.25|nestle|1°producto||12|
768|mole doña maria 360gr|16.5|7501003100085|0|13|casa vargas|1||1|
769|atun herdez aceite 130g|18.5|7501003105479|0|15|casa vargas|1||2|
770|champiñones rebanadas herez 186gr|19|7501003123213|0|15|casa vargas|1||1|
771|granos de elote herdez 220gr|10|7501003124234|0|6.5|casa vargas|1||1|
772|granos de elote herdez 400gr|17|7501003124241|0|13|casa vargas|1||1|
773|herdez vegetales 400gr|17|7501003124326|0|0|casa vargas|1||1|
774|mayonesa 190g|23|7501003300461|0|0|casa vargas|1||1|
775|mayonesa mckormick 105gr|18|7501003300652|0|15|casa vargas|1||1|
776|mostaza mccormick 115g|13|7501003300676|0|0|casa vargas|1°producto||1|
777|mayonesa mccormick 7252g|63|7501003305855|0|0|casa vargas|1°producto||1|
778|te mckormik surtido|23|7501003308450|0|18|casa vargas|1||1|
779|mermelada450g|31.5|7501003309808|0|25.5|casa vargas|1||1|
780|aceitunas bufalo 220gr|38|7501003310187|0|0|casa vargas|1||1|
781|mayonesa light mckorni 775g|38|7501003313560|0|33.3|casa vargas|1°producto||1|
782|aderezo mc. 350|39|7501003334565|0|0|marinela|1||1|
783|mostaza mccormick 210g|16|7501003335029|0|0|mackormick|1°producto||2|
784|mostaza 260g apach|23|7501003335128|0|19|casa vargas|1||1|
785|mermelada fresa mccormick 270g|22|7501003336125|0|22.5|mccormick|1°producto||1|
786|mayonesa 190g|25|7501003340122|0|19.5|casa vargas|1°producto||1|
787|mayonesa 390g|39.5|7501003340139|0|39.5|victor|1°producto||1|
788|aceituna bufalo 175gr|18|7501003390288|0|15|casa vargas|1||1|
789|salsa clasica buf 150g|15.5|7501003393050|0|10|bufalo|1°producto||1|
790|ades manzana 1L|28|7501005102674|0|22.5|casa vargas|1||1|
791|ades 946ml|28|7501005102681|0|0|coca cola|1°producto||1|
792|atole maizena fresa 47gr|11|7501005106801|0|7.2|maizena|1°producto||1|
793|maizena atole vainilla 47g|11|7501005106979|0|0|maizena|1°producto||1|
794|maizena chocolate 45g|11|7501005107013|0|0|maizena|1°producto||1|
795|atole maizena nuez 47gr|9|7501005107150|0|7.2|maizena|1°producto||1|
796|maizena atole cajeta 47g|11|7501005107297|0|0|maizena|1°producto||1|
797|maizena blanca 95g|13|7501005110242|0|0|casa vargas|1°producto||1|
798|mizena fecula de maiz 160g|20|7501005110389|0|15.8|mizena|1°producto||1|
799|caldo de pollo knor 370gr|39|7501005112222|0|34.2|knorr|1°producto||1|
800|ades soya jugo mza.200ml|9|7501005114509|0|0|marinela|1||1|
801|sazonador de tomate knor 200gr|35|7501005118217|0|30.6|knorr|1°producto||1|
802|sopa knor fideos 95gr|13.5|7501005129923|0|9.9|knorr|1°producto||1|
803|sopa knor fideo c-pollo 95gr|15|7501005129930|0|9.9|knorr|1°producto||1|
804|sopa knor estrella 95gr|13.5|7501005129947|0|12.9|knorr|1°producto||1|
805|sopa knorr leras 95gr|13.5|7501005129954|0|0|guna|1||1|
806|sopa knor municion 95gr|13.5|7501005134002|0|9.9|knorr|1°producto||1|
807|sopa codito 95g|15|7501005134712|0|0|marinela|1||1|
808|maizena coco|11|7501005145442|0|0|pepsi|1||1|
809|caldo de pollo2cubos|6|7501005180306|0|4|knorr|1°producto||1|
810|knorr tomate 2 cubos|6|7501005180504|0|0|knorr|1°producto||1|
811|tequila sauza|204|7501005600804|0|187.5|competencia de magadan santana|1||1|
812|tequila 100 años 700ml|169|7501005617338|0|0|competencia de magadan santana|1||1|
813|hunts salsa de tomate 360g|9|7501006523959|0|7.2|casa vargas|1°producto||1|
814|mermelada del monte|26|7501006530285|0|22|quala|1||1|
815|del monte 400g|15|7501006535303|0|11.8|dicorsa|1||1|
816|palomitas act II natural 80gr|14.5|7501006559002|0|10.8|actii|1°producto||1|
817|act2 mantequilla 80g|15.5|7501006559019|0|10.8|quala|1°producto||1|
818|palomintas extra mantequilla 80g|13.5|7501006559026|0|0|actii|1°producto||1|
819|palomitas infierno actII 88g|15.5|7501006559309|0|0|actii|1°producto||1|
820|palomitas act II queso jalap 80gr|14.5|7501006559316|0|10.8|actii|1°producto||1|
821|actll chile y limon|15.5|7501006559330|0|11.7|dicorsa|1°producto||1|
822|sala bbq 620g|44|7501006584028|0|0|casa vargas|1°producto||1|
823|hunts bbq|33|7501006584035|0|24|el toro|1||1|
824|ace jabon 250g|10|7501006705942|0|8.1|salma|1°producto||1|
825|pantene restaur caida 200ml|25|7501006721119|0|21.5|salma|1||3|
826|crest 100ml|20|7501006733907|0|19.8|salma|1°producto||1|
827|detegente ace 500g|21|7501007445557|0|14.5|salma|1°producto||1|
828|detergente ariel 500g|24|7501007455730|0|17.5|salma|1°producto||1|
829|ace naturals 500g|18.5|7501007497129|0|12.5|salma|1||20|
830|servilletas petalo 100pz|12.5|7501007704302|0|9.3|casa vargas|1||1|
831|sardina 425g|34.5|7501007829500|0|0|calmex|1°producto||1|
832|frootloops 90g|17|7501008004661|0|0|casa vargas|1°producto||1|
833|kelloggs original 120g|21|7501008004753|0|0|casa vargas|1||1|
834|zucaritas 125g|19|7501008006788|0|0|casa vargas|1°producto||1|
835|chococrispis 290g|36|7501008018125|0|29|casa vargas|1||1|
836|cereal chocokrispis 135g|19|7501008019283|0|0|casa vargas|1°producto||1|
837|chococrispis 90g|10|7501008019450|0|6.9|aurrera|1||3|
838|extra arandano130g|23|7501008021439|0|0|kelloggs|1°producto||1|
839|froot loops 25g|10|7501008041291|0|6.9|aurrera|1||3|
840|zucaritas 30g|10|7501008042854|0|6.9|aurrera|1||3|
841|zucaritas 260g|35.5|7501008042984|0|0|kelloks|1°producto||1|
842|zucaritas 665gr|63|7501008044278|0|0|casa vargas|1||1|
843|kellogs 465gr|48|7501008044698|0|41.9|casa vargas|1||1|
844|cafiaspirina 500mg|3.5|7501008433515|0|1.3|cafiaspirina|1°producto||1|
845|alka seltzer|7|7501008443026|0|1.5|bayer|1°producto||1|
846|tabcin noche|16|7501008485033|0|0|tabcin|1°producto||1|
847|tacin acvtive|16|7501008485057|0|0|tabcin|1°producto||1|
848|tabcin efervecente 500mg|9|7501008495339|0|5|tabcin|1°producto||1|
849|aspirina 500mg|3.5|7501008496152|0|0.73|aspirina|1°producto||1|
850|aspirina efervecente 500mg|9|7501008496725|0|5.1|bayer|1°producto||1|
851|flanax|16|7501008497340|0|12|flanax|1°producto||1|
852|bacardi blanco 750ml|195|7501008660195|0|165|magadan|1°producto||1|
853|galleta surtido|45.5|7501008753033|0|41.5|cuetara|1°producto||1|
854|surtido casro 150g|23.5|7501008753040|0|0|marinela|1||1|
855|surtido diario 250g|23.5|7501008753422|0|0|casa vargas|1°producto||1|
856|surtido diario 500g|49|7501008754030|0|27|casa vargas|1°producto||1|
857|hot cakes 900g|30.5|7501008763513|0|24.9|casa vargas|1||1|
858|harina p hot cakes cuetara 800 grs|36|7501008763995|0|29.9|casa vargas|1||1|
859|rastrillo gillette 2hojas|18|7501009222729|0|12.5|gillette|1°producto||24|
860|rastrillo gillette 2 hojas|19|7501009222736|0|15|gillette|1°producto||1|
861|rastrillo permatch 2 hojas|16|7501009224167|0|12|permatch|1°producto||1|
862|aceite maravilla 1l|54|7501009600060|0|45|casa vargas|1||1|
863|sabritas sal  42g|14|7501011101456|0|10.31|sabritas|1°producto||5|
864|sabritas adobadas 42g|14|7501011101463|0|10.31|sabritas|1°producto||3|
865|sabritas limon 45g|14|7501011101678|0|10.31|no se sabe|1°producto||3|
866|rufles original 52g|14|7501011102095|0|10|sabritas|1°producto||2|
867|rufles queso 52g|14|7501011104099|0|11.10|sabritas|1°producto||3|
868|fritos limon y sal 62g|11|7501011110335|0|8.72|sabritas|1°producto||1|
869|rancheritos 60g|11|7501011111028|0|8.72|sabritas|1°producto||6|
870|fritos 62g|11|7501011112254|0|8.72|sabritas|1°producto||3|
871|paketaxo botanero 73g|15|7501011112438|0|11.5|sabritas|1°producto||2|
872|ruffles queso 53g|13|7501011114524|0|10.8|sabritas|1°producto||1|
873|paketaxo quexo 73g|15|7501011114623|0|11.5|sabritas|1°producto||2|
874|fritos chile|11|7501011116252|0|8.72|ferrero kinder|1||1|
875|doritos pizzerolas 61g|13|7501011123380|0|9|sabritas|1°producto||1|
876|doritos nacho 62g|13|7501011123588|0|10.31|sabritas|1°producto||3|
877|doritos diablo 58g|13|7501011123595|0|10.31|sabritas|1||1|
878|doritos incognita 62g|13|7501011123878|0|10.31|sabritas|1°producto||3|
879|tostitos jalapeño|12|7501011127012|0|8.35|sabritas|1||3|
880|doritos flamin hot 62g|13|7501011130272|0|10.31|sabritas|1°producto||1|
881|bolsaza chetos|24|7501011130937|0|0|sabritas|1°producto||1|
882|chetos 145gr|24|7501011130975|0|0|sabritas|1°producto||1|
883|doritos 146g|32|7501011131064|0|0|sabritas|1°producto||1|
884|pake taxo mezclado 170ml|32|7501011135024|0|22.41|sabritas|1°producto||1|
885|sabritas habanero 45g|14|7501011137431|0|10|sabritas|1°producto||3|
886|construy|16|7501011138865|0|0|inspireca|1°producto||1|
887|armables|16|7501011140776|0|0|inspireca|1°producto||1|
888|crujitos queso y chile 40g|12|7501011142299|0|8.72|sabritas|1°producto||2|
889|cheetos torciditos 52g|11|7501011143586|0|8.72|sabritas|1°producto||6|
890|sabritasflamin hot 45g|14|7501011143739|0|10.8|sabritas|1°producto||2|
891|cheetos flamin hot|11|7501011143753|0|8.72|sabritas|1°producto||2|
892|cheetos bolitas 40g|9|7501011143777|0|7.2|sabritas|1°producto||6|
893|cheetos poffs 40g|9|7501011143791|0|7.2|sabritas|1°producto||2|
894|cheetos nacho 52g|11|7501011143999|0|8.72|sabritas|1°producto||3|
895|paketaxo xtra flamin hot 73g|15|7501011144460|0|11.5|sabritas|1°producto||1|
896|rockaleta chile 24g|6|7501011145566|0|3|sonrics|1°producto||1|
897|churramais flamas 64g|11|7501011145764|0|7|sabritas|1°producto||1|
898|moldeable|16|7501011147942|0|0|sabritas|1°producto||1|
899|paketaxo mezcladito 73g|15|7501011148963|0|11.5|sabritas|1°producto||2|
900|sabritones 60g|12|7501011149205|0|7.93|sabritas|1°producto||1|
901|chicharron cerdo natural 30g|13|7501011151079|0|10|sabritas|1°producto||1|
902|sabritones c-chile y limon 165g|31|7501011151086|0|22.40|sabritas|1°producto||1|
903|paketaxo  flamin 228g|46|7501011155022|0|0|barcel|1°producto||1|
904|chetos palomitas|12|7501011155343|0|8.72|sabritas|1||6|
905|sabritas flamin hot crujiente 49g|14|7501011159242|0|10.8|sabritas|1°producto||2|
906|sabritas flamin hot 170g|34|7501011159266|0|0|sabritas|1°producto||1|
907|pinta frut 20g|16|7501011159969|0|0|inspireca|1°producto||1|
908|doritos dinamita 62g|12|7501011162587|0|9.9|sabritas|1°producto||3|
909|sabritasoriginal grandes|33|7501011165687|0|19.8|sabritas|1°producto||1|
910|cheetos colmillos 27g|11|7501011165717|0|8.72|sabritas|1°producto||3|
911|sabritas original 105g|25|7501011167650|0|20|sabritas|1°producto||1|
912|rufless 120g|27|7501011167674|0|24|sabritas|1||1|
913|tix tix polvo chupabarrita 12g|6|7501011176713|0|3|sonrics|1°producto||30|
914|gudu mango durazno 18g|6|7501011177239|0|0|sabritas|1°producto||1|
915|be ligth-limon  1.5L|15|7501011181755|0|12.6|peñafiel|1°producto||1|
916|be light jamaica 1.5lt|16|7501011181809|0|15|be-light|1°producto||1|
917|cambells champiñones|43|7501011323278|0|0|casa vargas|1||1|
918|splash berry-blend 500ml|14|7501011350687|0|11.7|jumex|1°producto||1|
919|splash fresa-kiwi 500ml|14|7501011350694|0|0|jumex|1°producto||1|
920|splash orange-carrot 500ml|14|7501011350700|0|11.7|jumex|1°producto||1|
921|campbells sopa 100g|12|7501011350939|0|9.9|sabormex|1°producto||1|
922|jumex lata-botella mango 500ml|14|7501013100037|0|11.7|jumex|1°producto||1|
923|jumex lata-botella durazno 500ml|14|7501013100051|0|11.7|jumex|1°producto||1|
924|karmato coctel-tomate 470ml|17|7501013100518|0|14.4|jumex|1°producto||1|
925|bida fresa 250ml|10|7501013100815|0|5.33|jumex|1°producto||1|
926|bida 250ml guallava|10|7501013100822|0|5.33|jumex|1°producto||1|
927|bida 250ml uva|10|7501013100846|0|5.33|jumex|1°producto||1|
928|bida 250ml freza|10|7501013100853|0|0|jumex|1°producto||1|
929|bida manzana|11|7501013100860|0|5.33|quala|1||1|
930|ami manzana 3lt|26|7501013101232|0|0|jumex|1°producto||1|
931|ami uva 3L|26|7501013101249|0|0|jumex|1°producto||1|
932|jumex durazno 500ml|13.5|7501013101270|0|9.3|casa vargas|1||1|
933|jumex durazno 500ml|13.5|7501013101294|0|9.3|casa vargas|1||1|
934|jumex bote manzana 473ml|17|7501013101331|0|11.7|jumex|1°producto||1|
935|jumex lata-botella mango 473ml|17|7501013101348|0|11.7|jumex|1°producto||1|
936|jumex durazno bote 473ml|17|7501013101355|0|0|jumex|1°producto||1|
937|jumex lata piñacoco 473|17|7501013101362|0|0|jumex|1°producto||1|
938|jumex piña 473ml|17|7501013101393|0|0|jumex|1°producto||1|
939|jumex lata guallava 473|17|7501013101782|0|0|jumex|1°producto||1|
940|jumex lata uva 473ml|17|7501013101799|0|0|jumex|1°producto||12|
941|jumex vidrio|15|7501013101829|0|0|jumex|1||1|
942|jumex 0% manzana 1lt|22|7501013101874|0|18.5|jumex|1°producto||1|
943|jumex 0% mango 1lt|22|7501013101881|0|18.5|jumex|1°producto||1|
944|bida piña y aloe vera 500ml|11|7501013102130|0|0|jumex|1°producto||1|
945|jugosa de manzana 450ml|15|7501013102154|0|10|jumex|1||1|
946|jumex vidrio|17|7501013102161|0|12|operadora avicola san miguel santa ana|1||1|
947|jumex manzana 1l|24|7501013103205|0|21|jumex|1||1|
948|jumex 1l durazno|24|7501013103212|0|21|jumex|1||1|
949|jumex uva 1l|24|7501013103229|0|19|jumex|1||1|
950|jumex durazno 473ml|18|7501013103304|0|16.5|casa vargas|1||1|
951|jumex vidrio 450ml manzana|17|7501013103342|0|13|jumex|1||12|
952|jugo jumex durazno 450ml|17|7501013103359|0|13|jumex|1||4|
953|jumex 450ml uva|17|7501013103366|0|13|jumex|1||3|
954|jumex arandano 1l|27|7501013103373|0|23.83|jumex|1||12|
955|jumex mango 450ml|17|7501013103656|0|13|jumex|1||1|
956|bida slime manzana|11|7501013103953|0|8|jumex|1||10|
957|jumex mza 500ml|13.5|7501013104042|0|9.4|peñafiel|1||1|
958|jumex 250ml manzana|10|7501013110425|0|0|jumex|1°producto||1|
959|jumex 250ml durazno|10|7501013110753|0|0|jumex|1°producto||1|
960|jumex durazno 335ml|13|7501013118056|0|0|jumex|1°producto||1|
961|jumex piña 335 lata|13|7501013118117|0|0|jumex|1°producto||1|
962|jumex manzana 335ml lata|13|7501013118193|0|0|jumex|1°producto||1|
963|jumex 1L|23|7501013122022|0|19|jumex|1||1|
964|jumex mango 1L|23|7501013122039|0|21|jumex|1°producto||1|
965|jumex durazno 1L|23|7501013122053|0|111|jumex|1°producto||6|
966|jumex guayaba 1l|24|7501013122060|0|20.5|jumex|1||1|
967|jumex piña 1lt|23|7501013122114|0|18.9|jumex|1°producto||1|
968|jumex naranja 1L|24|7501013122138|0|18.9|jumex|1°producto||1|
969|jumex uva 1L|23|7501013122145|0|18.9|jumex|1°producto||1|
970|jumex manzana 1lt|22|7501013122190|0|18.5|jumex|1°producto||1|
971|jumex piña coco 1Lt|24|7501013122992|0|0|jumex|1°producto||1|
972|jumex arandano 1L|23|7501013138184|0|0|jumex|1°producto||1|
973|capri ponche-frutas 200ml|7.5|7501013144550|0|4.8|jumex|1°producto||20|
974|capri sun frutas mixts 200 ml|9|7501013144932|0|7.2|jumex|1°producto||1|
975|paupau manzana 250ml|6|7501013154023|0|4.5|jumex|1°producto||1|
976|jumex mango paupau 250ml|6|7501013154030|0|4.5|jumex|1°producto||1|
977|paupau naranja 250ml|6|7501013154139|0|4.5|jumex|1°producto||1|
978|paupau uva 250ml|6|7501013154146|0|4.5|jumex|1°producto||1|
979|paupau cereza 250 ml|6|7501013154184|0|4.5|jumex|1°producto||1|
980|jumex nectar-manzana 450ml|15|7501013174021|0|12.6|jumex|1°producto||1|
981|jumex jugosa mango450ml|15|7501013174038|0|12.6|jumex|1°producto||12|
982|jumex jugosa durazno 450ml|15|7501013174052|0|12.6|jumex|1°producto||1|
983|jumex jugosa guayaba 450ml|15|7501013174069|0|12.6|jumex|1°producto||1|
984|jumex jugosa uva 450ml|15|7501013174144|0|12.6|jumex|1°producto||1|
985|jumex  jugoza manzana 450ml|15|7501013174199|0|12.6|jumex|1°producto||1|
986|voda manzana 500ml|11|7501013191028|0|7.92|jumex|1||1|
987|vida mango 500ml|11|7501013191035|0|7.92|jumex|1||1|
988|vida guayaba 500ml|11|7501013191066|0|7.92|jumex|1||1|
989|vida uva 500ml|11|7501013191141|0|7.92|jumex|1||1|
990|vida fresa 500ml|11|7501013191219|0|7.92|jumex|1||1|
991|bida manzana 1L|18|7501013196023|0|0|jumex|1°producto||1|
992|bida mango 1L|18|7501013196030|0|0|jumex|1°producto||1|
993|bida guayaba 1lt|18|7501013196061|0|0|jumex|1°producto||1|
994|bida uva 1lt|18|7501013196146|0|0|jumex|1°producto||1|
995|Mayonesa la costeña 3.6kg|151|7501017002337|0|115|la costeña|1||1|
996|vinagre blanco 1.05lt|15|7501017003068|0|12.6|costeña|1°producto||1|
997|duraznos en almibar la costeña 820g|56|7501017003167|0|45.5|casa vargas|1||1|
998|mango-almibar costeña 800g|37|7501017003341|0|32.4|costeña|1°producto||1|
999|frutas en almibar costeña 850g|44|7501017003358|0|38.7|costeña|1°producto||1|
1000|rajas jalapeño costeña 380mg|20|7501017004027|0|0|casa vargas|1||1|
1001|frijoles bayos refritos 580g|20|7501017004270|0|17|la costeña|1°producto||1|
1002|frijol entero negro 560g|21|7501017004294|0|15.76|la costeña|1°producto||6|
1003|frijoles la costeña 560g|20|7501017004362|0|0|marinela|1||1|
1004|elote dorado la costeña 410gr|21|7501017004515|0|9|la costeña|1°producto||1|
1005|rajas de jalapeño escabe 220gr|12|7501017005024|0|9.9|la costeña|1°producto||1|
1006|chipotles en adobo 220gr|21|7501017005031|0|18|la costeña|1°producto||1|
1007|elote dorado 220g|11|7501017005321|0|0|la costeña|1°producto||1|
1008|pure de tomate costeña 210g|9.5|7501017005611|0|5.4|costeña|1°producto||1|
1009|jalapeños picados escabe 220gr|14.5|7501017005765|0|9.9|la costeña|1°producto||1|
1010|salsa verde 250g|22.5|7501017005925|0|0|la costeña|1°producto||1|
1011|salsa de chipotle 220gr|23|7501017005963|0|19.8|la costeña|1°producto||1|
1012|rajas de jalapeño escabe 105gr|9|7501017006014|0|7|la costeña|1°producto||1|
1013|chipotles en adobo 105gr|12|7501017006021|0|7.2|victor|1°producto||10|
1014|vinagre manzana la costeña 535ml|13|7501017006229|0|9.5|casa vargas|1||12|
1015|salsa catsup 960g|30|7501017035021|0|26.1|la costeña|1°producto||1|
1016|frijoles bayos refritos 440gr|14|7501017040988|0|11.7|la costeña|1°producto||1|
1017|frijoles negros refritos 440gr|14|7501017040995|0|11.7|la costeña|1°producto||1|
1018|ensalada campesina 410g|12.5|7501017043132|0|0|la costeña|1°producto||1|
1019|mayon la costeña red grasa|81|7501017043224|0|68.6|la costeña|1||5|
1020|mayonesa la costeña 330g|26|7501017043262|0|22.5|costeña|1°producto||1|
1021|jalapeño entero 340g|21|7501017043460|0|0|el toro|1||1|
1022|katsup costeña 320g|14|7501017043712|0|11.7|costeña|1°producto||1|
1023|mayonesa costeña 190gr|19|7501017050215|0|16.2|la costeña|1°producto||1|
1024|rajas jalapeño en escabeche 240g|16|7501017051335|0|13|la costeña|1°producto||1|
1025|mostaza la costeña 220 g|17|7501017053032|0|14.4|costeña|1°producto||1|
1026|kleenex 15 pañuelos|8|7501017362950|0|3|kleenex|1°producto||1|
1027|sopa fideo0 200g|8.5|7501018310011|0|6.9|casa vargas|1°producto||1|
1028|sopa la moderna fideo 1 200gr|8|7501018310028|0|6.25|la moderna|1°producto||1|
1029|sopa fideo2 200g|7.5|7501018310035|0|0|moderna|1°producto||1|
1030|sopa tallarin la moderna|10|7501018310042|0|7.5|casa vargas|1||3|
1031|sopa tallarin 2 200g|8|7501018310059|0|0|casa vargas|1°producto||1|
1032|spaguetti la moderna 200g|8|7501018310103|0|5.4|casa vargas|1°producto||1|
1033|sopa letra 200g|8|7501018310257|0|6.25|moderna|1°producto||1|
1034|sopa la moderna municion 200gr|8|7501018310264|0|5.4|la moderna|1°producto||1|
1035|sopa la moderna estrella 200gr|7|7501018310318|0|5.4|la moderna|1°producto||1|
1036|sopa la moderna codo 1 200gr|7|7501018310516|0|5.4|la moderna|1°producto||1|
1037|sopa codo 02|8.5|7501018310523|0|6.9|marinela|1||1|
1038|sopa moderna codo 4 200g|8|7501018310547|0|5.5|casa vargas|1°producto||1|
1039|sopa la moderna caracol 200gr|7|7501018310561|0|5.4|la moderna|1°producto||1|
1040|sopa la moderna pluma 200gr|8|7501018310608|0|5.4|la moderna|1°producto||1|
1041|sopa la moderna moño 200gr|8|7501018310721|0|5.4|la moderna|1°producto||1|
1042|sopa la moderna almeja 200gr|7|7501018310745|0|6.25|la moderna|1°producto||1|
1043|sopa la moderna moñito 200g|8|7501018310752|0|5.5|casa vargas|1°producto||1|
1044|sopa la moderna hongo 200gr|7|7501018310769|0|5.4|la moderna|1°producto||1|
1045|sopa la moderna sombrero 200gr|7|7501018310776|0|5.4|la moderna|1°producto||1|
1046|lamoderna fideo0 200gr|8|7501018310943|0|0|casa vargas|1||1|
1047|spaguetti la moderna|8.5|7501018320348|0|6.5|casa vargas|1||1|
1048|sopa de letras la moderna|8|7501018320584|0|5.9|casa vargas|1||10|
1049|toalla saba nocturna c-alas|6|7501019006692|0|2|saba|1°producto||1|
1050|regio 4p|26|7501019035548|0|22.5|casa vargas|1°producto||1|
1051|panti protectores|27|7501019068911|0|23.4|salma|1°producto||1|
1052|crema 900ml|56|7501020511468|0|50|lala|1°producto||1|
1053|crema lala 250g|16.5|7501020513134|0|13|lala|1°producto||3|
1054|leche lala semidescremada 1l|25|7501020515183|0|21.6|lala|1°producto||1|
1055|media crema 250ml|15|7501020515299|0|0|lala|1°producto||1|
1056|leche lala entera 1l|26|7501020515343|0|21.6|lala|1°producto||2|
1057|leche lala deslactosada|27|7501020515398|0|18.9|lala|1°producto||2|
1058|yoghurt lala 440nk|17|7501020535754|0|14|lala|1||2|
1059|queso americano 144g|25|7501020537383|0|20|lala|1°producto||8|
1060|manchego 144g|23|7501020537390|0|19|lala|1°producto||8|
1061|yogurt lala cereal|12|7501020538311|0|8|lala|1||1|
1062|lala yoghurt fresa 240g|10|7501020539400|0|8.1|lala|1°producto||1|
1063|nutri yoghurt nuez 450ml|15|7501020539974|0|10.5|lala|1°producto||1|
1064|nutri yoghurt fresa450ml|15|7501020539981|0|10.5|lala|1°producto||1|
1065|nutrileche 1Lt|20|7501020540666|0|16.67|victor|1°producto||12|
1066|nutri deslactosada|21.5|7501020544398|0|16.9|casa vargas|1||12|
1067|leche lala 1L|28|7501020548495|0|25|lala|1°producto||1|
1068|leche deslactosada 1.5L|34|7501020550672|0|30|lala|1°producto||1|
1069|leche entera 1.5L|33|7501020550733|0|29|lala|1°producto||1|
1070|leche chocolate 250ml|11|7501020553079|0|9|lala|1°producto||1|
1071|leche yomi chocolate 1lt|28|7501020553147|0|0|lala|1°producto||2|
1072|lala yomi fresa 1Lt|28|7501020553154|0|0|vendedor x|1°producto||2|
1073|leche yomi vainilla 1L|28|7501020553161|0|0|lala|1°producto||2|
1074|salchichas nutrideli|16|7501020554892|0|9.5|quesos santa ana|1||6|
1075|nutri leche 2lt|33|7501020556001|0|0|lala|1°producto||1|
1076||33|7501020557107|0|25.6|lala|1||1|
1077|yogurt lala durazno 220g|12|7501020561142|0|9|lala|1||1|
1078|yogurt lala fresa 220g|12|7501020561159|0|9|lala|1||1|
1079|lala piña coco 220g|12|7501020561234|0|8.8|lala|1||1|
1080|crema lala 500ml|31.5|7501020561906|0|25.5|lala|1°producto||1|
1081|nutri queso 140g|18|7501020564082|0|0|lacteos|1||1|
1082|h24 casa jardin|51|7501021110141|0|42|ghd|1||1|
1083|pastilla sanitaria lavanda 80gr|16|7501021146096|0|11.5|ghd|1°producto||1|
1084|pastilla sanitaria pino 80gr|16|7501021146102|0|11.5|ghd|1°producto||1|
1085|bacterin p-alimentos 20ml|20|7501021166308|0|16|ghd|1°producto||1|
1086|pepsi laton|13|7501022008171|0|0|pepsi|1°producto||12|
1087|pepzi 1.75lt|19|7501022009321|0|0|pepsi|1°producto||1|
1088|gatorade blue thunder 350ml|11|7501022009529|0|9|pepsi|1°producto||8|
1089|gatorade blue thonder 1L|29|7501022009857|0|0|pepsi|1°producto||6|
1090|jumex frutzzo naranjada 600ml|14|7501022010761|0|12.17|pepsi|1°producto||6|
1091|fruttzo naranja 1.5L|19|7501022010778|0|0|pepsi|1°producto||1|
