id_0|producto_1|precio_de_venta_2|0_3|cantidad_4|costo_compra_5|provedor_6|grupo_7|multiusos_8|cantidad_productos_por_paquete_9|
357|totis pap`s clasicas 170g|32|7500366000629|-10000|14.4|la costeña|1°producto||1|
358|totis pap`s adobadas 170g|32|7500366000643|-10000|14.4|la costeña|1°producto||1|
359|que totis queso/chedar120g|6|7500366000704|-10000|5.4||1°producto||1|
360|totis donitas limôn y sal 28g|7|7500366000711|-10000|5.4|la costeña|1°producto||1|
361|totis donitas chile y limon 28g|6|7500366000728|-10000|5.4|la costeña|1°producto||1|
362|que totis queso chedar 25g|7|7500366000742|-10000|5.4|la costeña|1°producto||1|
363|pap`s clasicas 40g|11|7500366000766|-10000|9.9|la costeña|1°producto||1|
364|pap`s adobadas|11|7500366000773|-10000|9.9|la costeña|1°producto||1|
365|top tops nacho 52g|11|7500366000780|-10000|0|la costeña|1°producto||1|
366|toptop`s hot chili52g|11|7500366000797|-10000|6.3||1°producto||1|
367|pap`s hot chili|14|7500366001282|-10000|9.9||1°producto||1|
368|pap`s onduladas queso|11|7500366001350|-10000|9.9|la costeña|1°producto||1|
369|pap`s onduladas c/sal|11|7500366001381|-10000|9.9||1°producto||1|
370|pap`s hot chili 40g|11|7500366001497|-10000|9.9||1°producto||1|
371|pap`s original 70g|14|7500366001749|-10000|9.9||1°producto||1|
372|pap`s adobadas|14|7500366001756|-10000|9.9|la costeña|1°producto||1|
373|pap`s habanero 40g|11|7500366001763|-10000|9.9||1°producto||1|
374|toptop`s salsa negra 52g|11|7500366001824|-10000|6.3||1°producto||1|
375|totopos 280g|22|7500366002241|-10000|0|costeña|1°producto||1|
376|cacahuate japones nipon 50g|8|7500366002500|-10000|4|la costeña|1°producto||1|
377|mueganos  40g|5|7500366002999|-10000|0|nipon|1°producto||1|
378|palomitas unicornio 20g|7|7500366003897|-10000|0|la costeña|1°producto||1|
379|palomitas unicornio 40g|10|7500366003903|-10000|0|la costeña|1°producto||1|
380|ace jabon 900g|35|7500435018791|-10000|31.5||1°producto||1|
381|head shoulders 180ml|23|7500435019811|-10000|20.7||1°producto||1|
382|detergente maestro limpio 500g|18|7500435105361|-10000|0|maestro limpio|1°producto||1|
383|salvo jabon limon|22|7500435108256|-10000|19.8||1°producto||1|
384|ariel 850g|29|7500435120852|-10000|26.1||1°producto||1|
385|downy libre enjuague passion|27|7500435125987|-10000|24.3||1°producto||1|
386|downy libre enjuague elegance|27|7500435126045|-10000|24.3||1°producto||1|
387|ariel revita color|20|7500435139977|-10000|18||1°producto||1|
388|ariel revita color 850g|36|7500435153331|-10000|0|ariel|1°producto||1|
389|salvo polvo 500g|18|7500435160902|-10000|0|salvo|1°producto||1|
390|vuala cajeta|14|7500464333803|-10000|0|vuala|1°producto||1|
391|cremax chocolate 171g|22|7500478002801|-10000|20|gamesa|1°producto||1|
392|arena magica|15|7500478003457|-10000|0|inspireca|1°producto||1|
393|crakets 135g|13|7500478005512|-10000|11|gamesa|1°producto||1|
394|crakets 95g|11|7500478005635|-10000|9|gamesa|1°producto||1|
395|chetos flamin hot 106g|15|7500478006175|-10000|12|sabritas|1°producto||1|
396|rufles original 53g|12|7500478007950|-10000|10.8||1°producto||1|
397|ruffles salsa roja 53g|12|7500478007967|-10000|10.8|sabritas|1°producto||1|
398|ruffles jalapeño 50g|12|7500478007974|-10000|10.8|sabritas|1°producto||1|
399|chokis clasica 38g|8|7500478008247|-10000|7|gamesa|1°producto||1|
400|chokis 57g|10|7500478008926|-10000|9|gamesa|1°producto||1|
401|karate enchilados 49g|8|7500478009152|-10000|0|sabritas|1°producto||1|
402|galletas marias 177g|12|7500478010592|-10000|10|gamesa|1°producto||1|
403|sab poppers original 33g|10|7500478011995|-10000|9||1°producto||1|
404|sab poppers limon/chile 33g|10|7500478012008|-10000|9||1°producto||1|
405|kakang flamin hot 125g|15|7500478012787|-10000|0|sabritas|1°producto||1|
406|churrumais flamas 55g|7|7500478012817|-10000|6.3|sabritas|1°producto||1|
407|emperador chocolate 91g|12|7500478013647|-10000|10|gamesa|1°producto||1|
408|emperador vainilla 91g|12|7500478013654|-10000|10|gamesa|1°producto||1|
409|emperador nocturno 91g|12|7500478013685|-10000|10|gamesa|1°producto||1|
410|chokis clasica 180.5g|22|7500478013944|-10000|20|gamesa|1°producto||1|
411|rufles ultra 130g|24|7500478014460|-10000|0|sabritas|1°producto||1|
412|emperador pirueta 96g|12|7500478014477|-10000|10|gamesa|1°producto||1|
413|emperador piruetas 57g|8|7500478014521|-10000|6|gamesa|1°producto||1|
414|chokis clasica 76g|12|7500478014569|-10000|10|gamesa|1°producto||1|
415|chetos poffs 38g|9|7500478014606|-10000|7|sabritas|1°producto||1|
416|surtido rico|43|7500478014651|-10000|40|gamesa|1°producto||1|
417|chetos bolita 42g|9|7500478015047|-10000|7|sabritas|1°producto||1|
418|emperador combinado 200g|22|7500478015085|-10000|20|gamesa|1°producto||1|
419|emperador piruetas 211g|22|7500478015108|-10000|20|gamesa|1°producto||1|
420|emperador chocolate 200g|22|7500478015238|-10000|20|gamesa|1°producto||1|
421|churrumais con limoncito 64g|9|7500478016587|-10000|7|sabritas|1°producto||1|
422|karate salsa negra picante 51g|8|7500478018338|-10000|0|sabritas|1°producto||1|
423|doritos dinamita 75g|10|7500478018512|-10000|0|sabritas|1°producto||1|
424|kakang chile limon|10|7500478019557|-10000|0|sabritas|1°producto||1|
425|kacang sal limon 63g|15|7500478019564|-10000|0|sabritas|1°producto||1|
426|cacahuates sal y limon 66g|10|7500478022762|-10000|0|sabritas|1°producto||1|
427|cacahuate japones 150g|15|7500478023295|-10000|12|sabritas|1°producto||1|
428|cacahuate japones 75g|10|7500478023516|-10000|7.91|sabritas|1°producto||1|
429|dalmata 55g|9|7501000103034|-10000|0|wonder|1°producto||1|
430|pan blanco 360gCh|26|7501000111091|-10000|20.7||1°producto||1|
431|tortillinas tia rosa 10pzs 255g|14|7501000111251|-10000|11.7||1°producto||1|
432|tortillinas tia rosa 20pzs|24|7501000111299|-10000|20.7||1°producto||1|
433|pan integral 675gG|38|7501000111466|-10000|31.5||1°producto||1|
434|medias noches|29|7501000111503|-10000|22.5|bimbo|1°producto||1|
435|bimbollos 8p|34|7501000111602|-10000|27||1°producto||1|
436|pan tostado clasico|24|7501000111800|-10000|18||1°producto||1|
437|pan molido clasico|17|7501000111855|-10000|13.5||1°producto||1|
438|roles de canela|14|7501000112128|-10000|12.6||1°producto||1|
439|roles glas|14|7501000112166|-10000|12.6||1°producto||1|
440|colchones naranja 130g|10|7501000112203|-10000|8.25||1°producto||1|
441|panque c/pasas 255g|30|7501000112302|-10000|27||1°producto||1|
442|penque nuez|30|7501000112326|-10000|27||1°producto||1|
443|pan tostado doble fibra|22|7501000112333|-10000|19.8||1°producto||1|
444|panquesitos chispas/chocolate140g|15|7501000112388|-10000|13.5||1°producto||1|
445|donitas espolvoreadas 105g|13|7501000112425|-10000|10.8||1°producto||1|
446|nito 62g|10|7501000112784|-10000|9||1°producto||1|
447|rebanadas|5|7501000112845|-10000|4.5||1°producto||1|
448|bran frutpiña 58g|8|7501000116430|-10000|7.2||1°producto||1|
449|barra frut fr|8|7501000116447|-10000|7.2||1°producto||1|
450|pan blanco 640gG|34|7501000122332|-10000|27|bimbo|1°producto||1|
451|lors|10|7501000127344|-10000|0|marinela|1°producto||1|
452|principe 105g|14|7501000128167|-10000|11.7|marinela|1°producto||1|
453|barritas piña 75g|10|7501000133031|-10000|9|marinela|1°producto||1|
454|barritas fresa 75g|10|7501000133055|-10000|9|marinela|1°producto||1|
455|pastisetas 75g|18|7501000133338|-10000|16.2|marinela|1°producto||1|
456|magnas 200g|12|7501000134465|-10000|0|tia rosa|1°producto||1|
457|marias 170g|11|7501000135301|-10000|0|tia rosa|1°producto||1|
458|sponch 120g|15|7501000138944|-10000|13.5|marinela|1°producto||1|
459|pop karameladas 50g|10|7501000140473|-10000|7|barcel|1°producto||1|
460|triki-trakes 85g|10|7501000140855|-10000|9|marinela|1°producto||1|
461|bigotes 60g|10|7501000142200|-10000|0|tia rosa|1°producto||1|
462|mantecada vainilla 105g|15|7501000142408|-10000|12.3|tia rosa|1°producto||1|
463|doraditas|10|7501000142804|-10000|0|tia rosa|1°producto||1|
464|takis huakamoladas 56g|11|7501000148288|-10000|9.9||1°producto||1|
465|empanizador crujiente|17|7501000149100|-10000|13.5||1°producto||1|
466|gansito 50g|10|7501000153107|-10000|9|marinela|1°producto||1|
467|submarinos vainilla 105g|14|7501000153282|-10000|10.8|marinela|1°producto||1|
468|submarinos fresa 105g|14|7501000153374|-10000|10.8|marinela|1°producto||1|
469|royo fresa 95g|13|7501000153459|-10000|0|marinela|1°producto||1|
470|bonbonetes 55g|8|7501000153718|-10000|0|marinela|1°producto||1|
471|rocko grande 44g|5|7501000153763|-10000|4.5|marinela|1°producto||10|
472|pingüinos 80g|16|7501000153800|-10000|13.5|marinela|1°producto||1|
473|submarinos chocolate 105g|14|7501000156214|-10000|10.8|marinela|1°producto||1|
474|tostadas milpa real|24|7501000157075|-10000|22.5|milparreal|1°producto||1|
475|takis original 56g|10|7501000164370|-10000|9|barcel|1°producto||1|
476|takis salsa brava 56g|12|7501000166923|-10000|9|barcel|1°producto||1|
477|golden nuts pepitas|11|7501000168200|-10000|9.9||1°producto||1|
478|runners 58g|8|7501000222612|-10000|7.2|barcel|1°producto||1|
479|barcel chipotles 52g|8|7501000264834|-10000|7.2|barcel|1°producto||1|
480|tostachos 65g|8|7501000264841|-10000|7.2|barcel|1°producto||1|
481|chips sal de mar 170g|35|7501000266203|-10000|31.5|barcel|1°producto||1|
482|chips jalapeño 170g|37|7501000266234|-10000|31.5|barcel|1°producto||1|
483|palet apayaso|10|7501000278404|-10000|9||1°producto||1|
484|panque marmol 255g|30|7501000310647|-10000|27||1°producto||1|
485|pan integral 370gCh|28|7501000336319|-10000|25.2||1°producto||1|
486|toreadas 40g|10|7501000360604|-10000|9|barcel|1°producto||1|
487|totopos "del hogar" 280gr|20|7501000364695|-10000|18|del hogar|1°producto||1|
488|hot nuts original|11|7501000367481|-10000|9.9||1°producto||1|
489|mini polvorones|5|7501000392490|-10000|0|marinela|1°producto||1|
490|florentinas fresa 83g|12|7501000601738|-10000|9.41|gamesa|1°producto||1|
491|emperador senzo 93g|12|7501000601776|-10000|10|gamesa|1°producto||1|
492|chokis rellena 90g|12|7501000604685|-10000|10|gamesa|1°producto||1|
493|cremax chocolate 90g|12|7501000606566|-10000|10|gamesa|1°producto||1|
494|cremax vainilla 90g|12|7501000606573|-10000|10|gamesa|1°producto||1|
495|cremax fresa 90g|12|7501000606580|-10000|10|gamesa|1°producto||1|
496|mini chokis clasica 369g|6|7501000610228|-10000|5|gamesa|1°producto||1|
497|cremax fresa 213g|22|7501000612147|-10000|20|gamesa|1°producto||1|
498|cremax vainilla 213g|22|7501000612161|-10000|20|gamesa|1°producto||1|
499|arcoiris 37g|8|7501000624089|-10000|7|gamesa|1°producto||1|
500|emperador chocolate 101g|12|7501000626489|-10000|10.8|marinela|1°producto||1|
501|ricanelas 97g|12|7501000628360|-10000|10|gamesa|1°producto||1|
502|arcoiris 75g|13|7501000635726|-10000|11.7|marinela|1°producto||1|
503|chokis brownie 64g|12|7501000636495|-10000|10|gamesa|1°producto||1|
504|giro 95g|12|7501000640362|-10000|10|gamesa|1°producto||1|
505|mamut 44g|6|7501000651375|-10000|5|gamesa|1°producto||1|
506|chokis chocobase 84g|12|7501000657797|-10000|10|gamesa|1°producto||1|
507|galletas marias azucaradas 150g|12|7501000658329|-10000|10|gamesa|1°producto||1|
508|saladitas 137g|11|7501000658404|-10000|9.9||1°producto||1|
509|saladitas 186g|13|7501000664221|-10000|11.7||1°producto||1|
510|marias doradas 278g|22|7501000664382|-10000|20|gamesa|1°producto||1|
511|hotcakes|24|7501000665747|-10000|19|gamesa|1°producto||1|
512|galleta c/coco clasica 117g|12|7501000669509|-10000|10|gamesa|1°producto||1|
513|mini marias 70g|8|7501000674541|-10000|7|gamesa|1°producto||1|
514|surtido rico gamesa 516gr|52|7501000677368|-10000|46.8|gamesa|1°producto||1|
515|gerber verdura c/pollo/pst 113gr|11|7501000904235|-10000|9.9|nestle|1°producto||1|
516|gerber verdura c/res/arroz 113gr|11|7501000904242|-10000|9.9|nestle|1°producto||1|
517|nescafe clasico 14g|10|7501000911783|-10000|0|nescafe|1°producto||1|
518|nescafe 42g|29.5|7501000912803|-10000|0|nestle|1°producto||1|
519|gerber jugo de manzana 175gr|15|7501000922239|-10000|13.5|nestle|1°producto||1|
520|gerber jugo de pera 175gr|15|7501000922246|-10000|13.5|nestle|1°producto||1|
521|pepto bismol 2.4mg|4|7501001155209|-10000|1.5|pepto bismol|1°producto||1|
522|downy libre en juague aroma floral|27|7501001155841|-10000|24.3||1°producto||1|
523|shampoo pantene 200ml|24|7501001170288|-10000|21.6||1°producto||1|
524|jugo sazonador maggi 100ml|32|7501001604103|-10000|28.8|nestle|1°producto||1|
525|salsa inglesa 145ml|34|7501001604318|-10000|30|rose black|1°producto||1|
526|trix 230g|25|7501001625214|-10000|22.5|nestle|1°producto||1|
527|nesquik 230g|25|7501001625337|-10000|22.5|nestle|1°producto||1|
528|mayonesa light mckorni 775g|37|7501003313560|-10000|33.3||1°producto||1|
529|mermelada fresa mccormick 270g|25|7501003336125|-10000|22.5|mccormick|1°producto||1|
530|mayonesa|22|7501003340122|-10000|18|mccormick|1°producto||1|
531|mayonesa 390g|38.5|7501003340139|-10000|0|makormic|1°producto||1|
532|salsa clasica buf 150g|14.5|7501003393050|-10000|10|bufalo|1°producto||1|
533|atole maizena fresa 47gr|8|7501005106801|-10000|7.2|maizena|1°producto||1|
534|maizena atole vainilla 47g|10|7501005106979|-10000|0|maizena|1°producto||1|
535|maizena chocolate 45g|8.5|7501005107013|-10000|0|maizena|1°producto||1|
536|atole maizena nuez 47gr|8|7501005107150|-10000|7.2|maizena|1°producto||1|
537|maizena atole cajeta 47g|10|7501005107297|-10000|0|maizena|1°producto||1|
538|mizena fecula de maiz 160g|17|7501005110389|-10000|0|mizena|1°producto||1|
539|caldo de pollo knor 370gr|38|7501005112222|-10000|34.2|knorr|1°producto||1|
540|sazonador de tomate knor 200gr|34|7501005118217|-10000|30.6|knorr|1°producto||1|
541|sopa knor fideos 95gr|11|7501005129923|-10000|9.9|knorr|1°producto||1|
542|sopa knor fideo c/pollo 95gr|11|7501005129930|-10000|9.9|knorr|1°producto||1|
543|sopa knor estrella 95gr|11|7501005129947|-10000|9.9|knorr|1°producto||1|
544|sopa knor municion 95gr|11|7501005134002|-10000|9.9|knorr|1°producto||1|
545|caldo de pollo2cubos|5|7501005180306|-10000|4|knorr|1°producto||1|
546|knorr tomate 2 cubos|5|7501005180504|-10000|0|knorr|1°producto||1|
547|hunts salsa de tomate 360g|8|7501006523959|-10000|7.2||1°producto||1|
548|palomitas act II natural 80gr|12|7501006559002|-10000|10.8|actii|1°producto||1|
549|act2 mantequilla 80g|12|7501006559019|-10000|10.8||1°producto||1|
550|palomintas extra mantequilla 80g|12.5|7501006559026|-10000|0|actii|1°producto||1|
551|palomitas infierno actII 88g|12.5|7501006559309|-10000|0|actii|1°producto||1|
552|palomitas act II queso jalap 80gr|12|7501006559316|-10000|10.8|actii|1°producto||1|
553|ace jabon 250g|9|7501006705942|-10000|8.1||1°producto||1|
554|crest 100ml|22|7501006733907|-10000|19.8||1°producto||1|
555|detegente ace 500g|20|7501007445557|-10000|0|ace|1°producto||1|
556|detergente ariel 500g|23|7501007455730|-10000|0|ariel|1°producto||1|
557|sardina 425g|33.5|7501007829500|-10000|0|calmex|1°producto||1|
558|frootloops 90g|16|7501008004661|-10000|0|kellogs|1°producto||1|
559|extra arandano130g|22|7501008021439|-10000|0|kelloggs|1°producto||1|
560|zucaritas 260g|34.5|7501008042984|-10000|0|kelloks|1°producto||1|
561|cafiaspirina 500mg|2.5|7501008433515|-10000|1.3|cafiaspirina|1°producto||1|
562|alka seltzer|6|7501008443026|-10000|1.5|bayer|1°producto||1|
563|tabcin noche|15|7501008485033|-10000|0|tabcin|1°producto||1|
564|tacin acvtive|15|7501008485057|-10000|0|tabcin|1°producto||1|
565|tabcin efervecente 500mg|8|7501008495339|-10000|5|tabcin|1°producto||1|
566|aspirina 500mg|2|7501008496152|-10000|1.3|aspirina|1°producto||1|
567|aspirina efervecente 500mg|8|7501008496725|-10000|2|bayer|1°producto||1|
568|flanax|15|7501008497340|-10000|12|flanax|1°producto||1|
569|galleta surtido|38|7501008753033|-10000|30|cuetara|1°producto||1|
570|surtido diario 500g|30|7501008754030|-10000|27||1°producto||1|
571|rastrillo gillette 3 hojas|23|7501009222729|-10000|12.5|gillette|1°producto||24|
572|rastrillo gillette 2 hojas|18|7501009222736|-10000|15|gillette|1°producto||1|
573|rastrillo permatch 2 hojas|15|7501009224167|-10000|12|permatch|1°producto||1|
574|sabritas sal  42g|12|7501011101456|-10000|10.8|sabritas|1°producto||1|
575|sabritas adobadas 42g|12|7501011101463|-10000|10.8|sabritas|1°producto||1|
576|sabritas limon 45g|12|7501011101678|-10000|10.8||1°producto||1|
577|rufles original 52g|12|7501011102095|-10000|10|sabritas|1°producto||1|
578|rufles queso 52g|12|7501011104099|-10000|0|sabritas|1°producto||1|
579|fritos limon y sal 62g|10|7501011110335|-10000|8.1|sabritas|1°producto||1|
580|rancheritos 60g|10|7501011111028|-10000|9|sabritas|1°producto||1|
581|fritos 62g|10|7501011112254|-10000|9|sabritas|1°producto||1|
582|paketaxo botanero 73g|11|7501011112438|-10000|9|sabritas|1°producto||1|
583|ruffles queso 53g|12|7501011114524|-10000|10.8|sabritas|1°producto||1|
584|paketaxo quexo 73g|11|7501011114623|-10000|9|sabritas|1°producto||1|
585|doritos pizzerolas 61g|11|7501011123380|-10000|9|sabritas|1°producto||1|
586|doritos nacho 62g|11|7501011123588|-10000|9.9|sabritas|1°producto||1|
587|doritos incognita 62g|11|7501011123878|-10000|9.9|sabritas|1°producto||1|
588|doritos flamin hot 62g|11|7501011130272|-10000|9.9|sabritas|1°producto||1|
589|doritos 146g|24|7501011131064|-10000|0|sabritas|1°producto||1|
590|pake taxo mezclado 170ml|24|7501011135024|-10000|23|sabritas|1°producto||1|
591|sabritas habanero 45g|12|7501011137431|-10000|10|sabritas|1°producto||1|
592|construy|15|7501011138865|-10000|0|inspireca|1°producto||1|
593|armables|15|7501011140776|-10000|0|inspireca|1°producto||1|
594|crujitos queso y chile 40g|10|7501011142299|-10000|9|sabritas|1°producto||1|
595|cheetos torciditos 52g|9|7501011143586|-10000|7.2|sabritas|1°producto||1|
596|sabritasflamin hot 45g|12|7501011143739|-10000|10.8|sabritas|1°producto||1|
597|cheetos flamin hot|9|7501011143753|-10000|7.2|sabritas|1°producto||1|
598|cheetos bolitas 40g|8|7501011143777|-10000|7.2|sabritas|1°producto||1|
599|cheetos poffs 40g|8|7501011143791|-10000|7.2|sabritas|1°producto||1|
600|cheetos nacho 52g|9|7501011143999|-10000|7.2|sabritas|1°producto||1|
601|paketaxo xtra flamin hot 73g|11|7501011144460|-10000|10|sabritas|1°producto||1|
602|rockaleta chile 24g|5|7501011145566|-10000|3|sonrics|1°producto||1|
603|churramais flamas 64g|9|7501011145764|-10000|7|sabritas|1°producto||1|
604|moldeable|15|7501011147942|-10000|0|sabritas|1°producto||1|
605|paketaxo mezcladito 73g|11|7501011148963|-10000|9|sabritas|1°producto||1|
606|chicharron cerdo natural 30g|12|7501011151079|-10000|10|sabritas|1°producto||1|
607|sabritones c/chile y limon 165g|25|7501011151086|-10000|20|sabritas|1°producto||1|
608|sabritas flamin hot crujiente 49g|12|7501011159242|-10000|10.8|sabritas|1°producto||1|
609|pinta frut 20g|15|7501011159969|-10000|0|inspireca|1°producto||1|
610|doritos dinamita 62g|11|7501011162587|-10000|9.9||1°producto||1|
611|sabritasoriginal grandes|32|7501011165687|-10000|19.8|sabritas|1°producto||1|
612|cheetos colmillos 27g|9|7501011165717|-10000|7.2|sabritas|1°producto||1|
613|sabritas original 105g|24|7501011167650|-10000|20|sabritas|1°producto||1|
614|tix tix polvo chupabarrita 12g|5|7501011176713|-10000|3|sonrics|1°producto||30|
615|be ligth/limon  1.5L|14|7501011181755|-10000|12.6||1°producto||1|
616|be light jamaica 1.5lt|15|7501011181809|-10000|13.5|be-light|1°producto||1|
617|splash berry/blend 500ml|13|7501011350687|-10000|11.7||1°producto||1|
618|splash orange/carrot 500ml|13|7501011350700|-10000|11.7||1°producto||1|
619|campbells sopa 100g|11|7501011350939|-10000|9.9||1°producto||1|
620|jumex lata-botella mango 500ml|13|7501013100037|-10000|11.7|jumex|1°producto||1|
621|jumex lata-botella durazno 500ml|13|7501013100051|-10000|11.7|jumex|1°producto||1|
622|karmato coctel/tomate 470ml|16|7501013100518|-10000|14.4||1°producto||1|
623|bida fresa 250ml|9|7501013100815|-10000|0|jumex|1°producto||1|
624|bida 250ml guallava|9|7501013100822|-10000|0|jumex|1°producto||1|
625|bida 250ml uva|9|7501013100846|-10000|0|jumex|1°producto||1|
626|bida 250ml freza|9|7501013100853|-10000|0|jumex|1°producto||1|
627|jumex bote manzana 473ml|16|7501013101331|-10000|11.7|jumex|1°producto||1|
628|jumex lata-botella mango 473ml|13|7501013101348|-10000|11.7|jumex|1°producto||1|
629|jumex lata piñacoco 473|16|7501013101362|-10000|0|jumex|1°producto||1|
630|jumex lata guallava 473|16|7501013101782|-10000|0|jumex|1°producto||1|
631|jumex lata uva 473ml|16|7501013101799|-10000|0|jumex|1°producto||12|
632|bida piña y aloe vera 500ml|12|7501013102130|-10000|0|jumex|1°producto||1|
633|jumex 250ml manzana|9|7501013110425|-10000|0|jumex|1°producto||1|
634|jumex 250ml durazno|9|7501013110753|-10000|0|jumex|1°producto||1|
635|jumex mango 1L|21|7501013122039|-10000|18.9||1°producto||1|
636|jumex piña 1lt|21|7501013122114|-10000|18.9|jumex|1°producto||1|
637|jumex naranja 1L|21|7501013122138|-10000|18.9||1°producto||1|
638|jumex uva 1L|21|7501013122145|-10000|18.9||1°producto||1|
639|jumex arandano 1L|22|7501013138184|-10000|0|jumex|1°producto||1|
640|capri ponche/frutas 200ml|6.5|7501013144550|-10000|4.8|jumex|1°producto||20|
641|capri sun frutas mixts 200 ml|8|7501013144932|-10000|7.2||1°producto||1|
642|paupau manzana 250ml|5|7501013154023|-10000|4.5||1°producto||1|
643|jumex mango paupau 250ml|5|7501013154030|-10000|4.5|jumex|1°producto||1|
644|paupau naranja 250ml|5|7501013154139|-10000|4.5|jumex|1°producto||1|
645|paupau uva 250ml|5|7501013154146|-10000|4.5||1°producto||1|
646|paupau cereza 250 ml|5|7501013154184|-10000|4.5||1°producto||1|
647|jumex nectar/manzana 450ml|14|7501013174021|-10000|12.6||1°producto||1|
648|jumex jugosa mango450ml|14|7501013174038|-10000|12.6|jumex|1°producto||1|
649|jumex jugosa durazno 450ml|14|7501013174052|-10000|12.6|jumex|1°producto||1|
650|jumex jugosa guayaba 450ml|14|7501013174069|-10000|12.6|jumex|1°producto||1|
651|jumex jugosa uva 450ml|14|7501013174144|-10000|12.6|jumex|1°producto||1|
652|jumex  jugoza manzana 450ml|14|7501013174199|-10000|12.6|jumex|1°producto||1|
653|bida manzana 1L|17|7501013196023|-10000|0|jumex|1°producto||1|
654|bida mango 1L|17|7501013196030|-10000|0|jumex|1°producto||1|
655|vinagre blanco 1.05lt|14|7501017003068|-10000|12.6|costeña|1°producto||1|
656|mango/almibar costeña 800g|36|7501017003341|-10000|32.4||1°producto||1|
657|frutas en almibar costeña 850g|43|7501017003358|-10000|38.7||1°producto||1|
658|frijoles bayos refritos 580g|19|7501017004270|-10000|17|la costeña|1°producto||1|
659|frijol entero negro 560g|20|7501017004294|-10000|15.76|la costeña|1°producto||6|
660|elote dorado la costeña 410gr|20|7501017004515|-10000|9|la costeña|1°producto||1|
661|rajas de jalapeño escabe 220gr|11|7501017005024|-10000|9.9|la costeña|1°producto||1|
662|chipotles en adobo 220gr|20|7501017005031|-10000|18|la costeña|1°producto||1|
663|elote dorado 220g|10|7501017005321|-10000|0|la costeña|1°producto||1|
664|pure de tomate costeña 210g|6|7501017005611|-10000|5.4||1°producto||1|
665|jalapeños picados escabe 220gr|11|7501017005765|-10000|9.9|la costeña|1°producto||1|
666|salsa de chipotle 220gr|22|7501017005963|-10000|19.8|la costeña|1°producto||1|
667|rajas de jalapeño escabe 105gr|8|7501017006014|-10000|7.2|la costeña|1°producto||1|
668|chipotles en adobo 105gr|8|7501017006021|-10000|7.2|la costeña|1°producto||10|
669|salsa catsup 960g|29|7501017035021|-10000|26.1|la costeña|1°producto||1|
670|frijoles bayos refritos 440gr|13|7501017040988|-10000|11.7|la costeña|1°producto||1|
671|frijoles negros refritos 440gr|13|7501017040995|-10000|11.7|la costeña|1°producto||1|
672|ensalada campesina 410g|11.5|7501017043132|-10000|0|la costeña|1°producto||1|
673|mayonesa la costeña 330g|25|7501017043262|-10000|22.5||1°producto||1|
674|katsup costeña 320g|13|7501017043712|-10000|11.7||1°producto||1|
675|mayonesa costeña 190gr|18|7501017050215|-10000|16.2|la costeña|1°producto||1|
676|rajas jalapeño en escabeche 240g|15|7501017051335|-10000|13|la costeña|1°producto||1|
677|mostaza la costeña 220 g|16|7501017053032|-10000|14.4||1°producto||1|
678|kleenex 15 pañuelos|7|7501017362950|-10000|3|kleenex|1°producto||1|
679|sopa fideo0 200g|6.5|7501018310011|-10000|0|casa vargas|1°producto||1|
680|sopa la moderna fideo 1 200gr|6|7501018310028|-10000|5.4|la moderna|1°producto||1|
681|sopa fideo2 200g|6.5|7501018310035|-10000|0|moderna|1°producto||1|
682|sopa tallarin 2 200g|7|7501018310059|-10000|0|moderna|1°producto||1|
683|spaguetti la moderna 200g|7|7501018310103|-10000|5.4|la moderna|1°producto||1|
684|sopa letra 200g|6.5|7501018310257|-10000|0|moderna|1°producto||1|
685|sopa la moderna municion 200gr|6|7501018310264|-10000|5.4|la moderna|1°producto||1|
686|sopa la moderna estrella 200gr|6|7501018310318|-10000|5.4|la moderna|1°producto||1|
687|sopa la moderna codo 1 200gr|6|7501018310516|-10000|5.4|la moderna|1°producto||1|
688|sopa la moderna caracol 200gr|6|7501018310561|-10000|5.4|la moderna|1°producto||1|
689|sopa la moderna pluma 200gr|6|7501018310608|-10000|5.4|la moderna|1°producto||1|
690|sopa la moderna moño 200gr|6|7501018310721|-10000|5.4|la moderna|1°producto||1|
691|sopa la moderna almeja 200gr|6|7501018310745|-10000|5.4|la moderna|1°producto||1|
692|sopa la moderna hongo 200gr|6|7501018310769|-10000|5.4|la moderna|1°producto||1|
693|sopa la moderna sombrero 200gr|6|7501018310776|-10000|5.4|la moderna|1°producto||1|
694|toalla saba nocturna c/alas|5|7501019006692|-10000|2|saba|1°producto||1|
695|regio 4p|25|7501019035548|-10000|22.5||1°producto||1|
696|panti protectores|26|7501019068911|-10000|23.4||1°producto||1|
697|crema 900ml|55|7501020511468|-10000|50|lala|1°producto||1|
698|crema lala 250g|14|7501020513134|-10000|12|lala|1°producto||1|
699|leche lala semidescremada 1l|24|7501020515183|-10000|21.6|lala|1°producto||1|
700|leche lala entera 1l|24|7501020515343|-10000|21.6|lala|1°producto||1|
701|leche lala deslactosada|23|7501020515398|-10000|18.9|lala|1°producto||1|
702|manchego 144g|22|7501020537390|-10000|19|lala|1°producto||8|
703|lala yoghurt fresa 240g|9|7501020539400|-10000|8.1|lala|1°producto||1|
704|nutri yoghurt nuez 450ml|12.5|7501020539974|-10000|0|lala|1°producto||1|
705|nutri yoghurt fresa450ml|12.5|7501020539981|-10000|0|lala|1°producto||1|
706|nutrileche 1Lt|16.5|7501020540666|-10000|14.4||1°producto||1|
